batting_team,bowling_team,venue,overs,current_runs,wickets,last_5_overs_runs,total_score
MI,GT,Kolkata,11.6,106,3,30,172
KKR,CSK,Delhi,5.8,57,10,31,154
DC,KKR,Jaipur,4.4,34,0,33,158
RCB,PBKS,Mumbai,6.4,38,8,40,171
KKR,LSG,Kolkata,8.9,58,4,44,150
DC,SRH,Mumbai,13.0,112,4,65,173
DC,MI,Bangalore,6.6,62,6,64,159
LSG,CSK,Ahmedabad,18.7,124,9,73,133
RR,CSK,Delhi,1.0,9,1,75,187
PBKS,RCB,Jaipur,18.5,153,9,49,164
SRH,MI,Kolkata,12.5,123,7,73,194
RCB,LSG,Bangalore,14.1,127,8,39,177
RR,GT,Chennai,8.2,53,0,51,137
SRH,RR,Ahmedabad,15.3,133,0,43,162
RCB,LSG,Bangalore,16.6,142,7,36,168
DC,SRH,Hyderabad,7.9,78,4,75,153
MI,CSK,Hyderabad,7.4,63,9,62,169
CSK,DC,Bangalore,18.4,146,9,69,161
GT,SRH,Ahmedabad,17.3,168,1,39,185
DC,LSG,Jaipur,4.3,42,1,65,198
SRH,CSK,Delhi,12.7,118,8,51,169
LSG,DC,Kolkata,17.2,126,0,58,152
DC,KKR,Jaipur,11.7,116,7,37,173
PBKS,CSK,Kolkata,6.9,60,3,52,165
GT,LSG,Hyderabad,3.1,21,3,30,167
DC,RCB,Chennai,16.8,148,5,63,175
RCB,PBKS,Ahmedabad,9.2,81,10,53,151
LSG,DC,Bangalore,9.8,59,3,57,129
SRH,CSK,Ahmedabad,9.6,63,8,77,161
SRH,DC,Hyderabad,14.6,92,3,79,133
DC,MI,Delhi,17.8,136,7,30,156
MI,LSG,Jaipur,5.1,34,4,76,134
LSG,GT,Mumbai,14.4,92,3,34,144
SRH,RR,Mumbai,4.7,39,6,45,176
RCB,MI,Chennai,4.9,29,7,75,155
RR,KKR,Bangalore,1.4,11,8,77,122
LSG,RCB,Bangalore,17.8,157,8,77,177
GT,RR,Mumbai,8.8,77,8,53,174
DC,PBKS,Mumbai,10.7,92,4,31,171
DC,PBKS,Jaipur,11.1,69,2,40,157
CSK,MI,Jaipur,1.6,13,7,33,154
DC,MI,Kolkata,8.0,74,10,31,170
KKR,PBKS,Jaipur,5.4,43,0,56,169
DC,KKR,Ahmedabad,2.7,16,1,56,185
PBKS,CSK,Bangalore,7.6,48,3,46,156
MI,CSK,Mumbai,8.5,68,0,69,149
DC,RR,Hyderabad,14.6,97,3,35,142
PBKS,LSG,Chennai,11.6,90,4,31,151
KKR,DC,Jaipur,18.6,165,0,70,176
GT,MI,Chennai,1.4,9,1,71,152
PBKS,LSG,Hyderabad,4.6,39,0,48,163
SRH,RR,Ahmedabad,14.4,89,1,68,122
RR,DC,Bangalore,8.2,51,3,53,158
GT,PBKS,Bangalore,6.6,59,8,40,161
DC,GT,Delhi,10.1,83,6,52,179
MI,RR,Ahmedabad,1.7,13,10,53,150
KKR,LSG,Bangalore,5.9,56,8,41,158
PBKS,LSG,Jaipur,13.5,131,1,49,189
LSG,RR,Hyderabad,2.5,16,10,71,122
GT,SRH,Chennai,8.6,62,9,31,162
MI,CSK,Kolkata,14.7,121,9,72,172
GT,SRH,Jaipur,14.1,87,9,75,145
GT,DC,Bangalore,13.2,101,2,33,159
GT,SRH,Jaipur,9.2,71,6,78,152
MI,GT,Ahmedabad,16.9,111,4,73,131
RCB,LSG,Jaipur,1.3,11,0,42,157
DC,RR,Ahmedabad,12.4,87,9,47,141
PBKS,RR,Chennai,4.9,35,7,63,173
CSK,PBKS,Hyderabad,13.6,85,1,30,141
SRH,KKR,Chennai,8.7,58,6,53,127
LSG,SRH,Delhi,17.4,165,1,57,184
RCB,SRH,Kolkata,17.6,135,8,30,158
RR,PBKS,Kolkata,2.5,16,6,79,180
PBKS,RCB,Kolkata,9.6,78,1,71,154
CSK,MI,Delhi,10.4,91,9,47,163
RR,RCB,Delhi,18.6,158,0,54,169
RR,MI,Kolkata,8.5,54,1,78,160
KKR,SRH,Bangalore,5.3,35,6,40,166
MI,RR,Bangalore,3.3,32,4,58,175
GT,RR,Jaipur,1.5,14,1,49,142
RR,PBKS,Hyderabad,18.7,127,9,30,135
LSG,PBKS,Ahmedabad,6.3,42,4,52,155
RCB,RR,Kolkata,5.0,48,2,74,196
CSK,MI,Kolkata,6.1,37,0,61,137
RR,KKR,Chennai,15.3,134,1,37,172
GT,SRH,Mumbai,6.7,60,4,79,158
KKR,RCB,Jaipur,4.1,31,10,35,161
PBKS,CSK,Kolkata,2.7,26,5,68,188
MI,RR,Ahmedabad,9.0,88,2,78,171
RCB,DC,Hyderabad,18.8,151,0,68,160
RR,DC,Jaipur,1.1,9,1,52,190
KKR,PBKS,Kolkata,16.2,126,5,73,159
RCB,PBKS,Delhi,4.2,40,2,40,179
DC,RR,Delhi,6.0,52,10,72,185
KKR,MI,Chennai,7.2,62,0,40,181
LSG,RCB,Kolkata,8.5,71,2,79,140
CSK,MI,Chennai,18.6,143,1,74,152
GT,RCB,Ahmedabad,3.9,32,8,48,156
PBKS,RCB,Jaipur,10.8,83,5,70,142
GT,RCB,Jaipur,7.0,66,2,38,191
RCB,KKR,Hyderabad,13.2,119,4,61,179
CSK,RR,Kolkata,17.2,150,3,46,174
SRH,RCB,Mumbai,14.2,114,5,36,166
RCB,DC,Kolkata,19.2,125,0,71,130
SRH,PBKS,Chennai,3.9,30,9,56,182
RCB,PBKS,Ahmedabad,10.6,98,1,72,182
PBKS,DC,Chennai,6.8,45,1,52,133
RR,SRH,Hyderabad,3.3,29,0,76,141
DC,SRH,Kolkata,16.1,120,7,63,158
KKR,PBKS,Kolkata,18.4,111,9,32,125
PBKS,DC,Kolkata,19.3,151,0,64,156
GT,LSG,Delhi,15.5,152,8,37,194
LSG,RR,Ahmedabad,6.4,39,5,31,136
SRH,KKR,Jaipur,13.3,121,8,42,164
RR,PBKS,Mumbai,8.6,77,10,49,149
KKR,MI,Kolkata,16.5,114,9,71,148
LSG,DC,Ahmedabad,3.4,27,5,73,177
RCB,DC,Hyderabad,9.5,70,2,66,135
RR,GT,Mumbai,1.1,8,5,62,155
SRH,PBKS,Mumbai,8.4,71,1,39,185
PBKS,SRH,Ahmedabad,14.7,113,0,47,155
SRH,RR,Ahmedabad,12.5,88,4,65,161
CSK,RCB,Hyderabad,1.5,9,7,34,123
GT,DC,Bangalore,19.1,171,7,78,178
SRH,LSG,Mumbai,10.8,67,10,79,153
SRH,MI,Bangalore,9.9,62,8,72,124
SRH,DC,Bangalore,18.7,132,3,69,141
LSG,GT,Chennai,1.7,14,5,53,139
RCB,KKR,Hyderabad,13.8,107,1,31,149
CSK,RR,Jaipur,10.3,88,8,56,159
MI,RCB,Bangalore,16.4,108,10,42,136
MI,LSG,Chennai,12.5,119,10,66,176
RR,DC,Bangalore,18.0,164,7,53,176
DC,RR,Chennai,3.3,24,10,58,152
RCB,SRH,Bangalore,17.9,151,8,57,170
CSK,MI,Hyderabad,12.1,88,6,71,149
KKR,RCB,Bangalore,14.1,109,5,35,165
KKR,RR,Mumbai,14.0,122,10,72,160
MI,GT,Chennai,3.3,24,9,43,166
CSK,DC,Chennai,9.3,75,10,55,161
GT,LSG,Mumbai,13.2,120,8,64,170
RR,CSK,Kolkata,1.3,10,1,33,162
DC,SRH,Ahmedabad,9.4,71,7,75,155
KKR,RCB,Ahmedabad,7.3,52,7,50,154
GT,KKR,Kolkata,3.9,23,3,40,151
PBKS,CSK,Kolkata,3.5,24,9,46,151
RR,MI,Delhi,12.9,110,2,63,177
PBKS,GT,Kolkata,10.1,99,8,55,165
MI,LSG,Hyderabad,2.9,25,3,40,182
DC,KKR,Jaipur,15.6,137,6,79,174
SRH,DC,Ahmedabad,16.6,108,3,40,129
DC,CSK,Kolkata,8.8,82,8,56,166
GT,PBKS,Delhi,5.1,42,3,79,177
KKR,SRH,Bangalore,14.3,104,2,56,139
MI,SRH,Hyderabad,13.3,105,4,38,159
SRH,GT,Ahmedabad,16.2,118,5,63,147
MI,LSG,Ahmedabad,5.3,49,7,51,150
MI,LSG,Hyderabad,16.7,139,1,40,171
DC,PBKS,Kolkata,2.1,14,0,54,191
PBKS,KKR,Kolkata,13.1,114,6,59,182
DC,RR,Ahmedabad,18.7,146,3,60,157
GT,SRH,Hyderabad,17.0,143,1,55,168
GT,DC,Jaipur,6.8,43,5,49,124
RR,DC,Jaipur,9.0,65,9,31,139
RR,DC,Hyderabad,12.5,110,2,37,183
PBKS,KKR,Jaipur,5.6,55,3,42,165
GT,MI,Chennai,6.5,50,4,35,171
KKR,SRH,Ahmedabad,7.3,52,1,62,172
RR,SRH,Mumbai,5.8,45,0,40,162
CSK,LSG,Delhi,8.7,53,2,57,141
MI,CSK,Delhi,12.4,96,1,36,146
GT,SRH,Chennai,11.9,86,10,41,158
SRH,MI,Hyderabad,7.8,65,10,76,156
GT,RR,Bangalore,15.8,100,2,59,135
KKR,DC,Bangalore,14.7,137,10,62,179
DC,MI,Ahmedabad,12.6,87,8,42,157
PBKS,RR,Jaipur,18.9,188,1,68,198
DC,CSK,Hyderabad,3.1,28,0,67,157
SRH,LSG,Mumbai,1.7,11,0,37,174
GT,KKR,Chennai,17.2,166,7,55,192
MI,DC,Bangalore,11.0,74,6,78,157
DC,GT,Mumbai,5.2,49,6,53,161
RCB,PBKS,Delhi,13.5,85,6,32,143
KKR,MI,Bangalore,8.4,64,5,58,139
CSK,LSG,Chennai,15.3,129,6,45,165
MI,CSK,Chennai,8.0,55,2,64,132
DC,CSK,Kolkata,3.1,25,5,36,181
DC,CSK,Kolkata,14.6,116,10,76,159
MI,GT,Mumbai,1.8,16,9,74,171
CSK,DC,Jaipur,11.2,104,7,58,173
MI,PBKS,Delhi,10.6,96,3,77,172
MI,CSK,Kolkata,14.2,104,1,35,152
MI,RCB,Delhi,5.1,39,10,51,143
SRH,DC,Hyderabad,12.2,121,8,60,180
PBKS,SRH,Hyderabad,13.5,124,8,49,184
MI,KKR,Bangalore,7.3,67,4,79,169
DC,CSK,Jaipur,7.1,46,9,65,130
DC,CSK,Delhi,8.8,62,8,48,170
CSK,PBKS,Ahmedabad,19.8,160,5,76,161
MI,DC,Chennai,11.0,90,10,33,163
RCB,KKR,Ahmedabad,9.8,74,5,31,175
DC,KKR,Ahmedabad,13.2,114,9,57,166
MI,CSK,Mumbai,7.1,62,3,49,149
LSG,RR,Delhi,7.4,51,0,37,144
RR,DC,Chennai,8.1,52,2,40,142
SRH,DC,Hyderabad,2.8,27,9,57,136
DC,RCB,Mumbai,7.2,45,9,43,128
KKR,DC,Jaipur,6.7,54,9,50,167
PBKS,DC,Chennai,18.1,153,8,40,171
GT,DC,Kolkata,2.5,19,3,39,162
MI,KKR,Delhi,4.1,35,2,71,131
RR,LSG,Jaipur,16.8,113,8,64,134
KKR,CSK,Delhi,5.2,51,3,61,180
GT,RR,Ahmedabad,9.7,59,6,60,145
PBKS,GT,Bangalore,17.5,123,3,55,140
KKR,GT,Bangalore,3.4,31,8,45,191
RR,DC,Ahmedabad,15.7,114,5,72,152
LSG,RCB,Kolkata,9.7,95,1,70,195
LSG,KKR,Hyderabad,3.6,33,6,47,159
SRH,PBKS,Jaipur,10.6,69,6,46,128
RCB,CSK,Mumbai,12.0,96,0,39,170
GT,MI,Hyderabad,17.5,145,6,45,160
RCB,RR,Mumbai,10.4,96,10,59,177
PBKS,CSK,Kolkata,18.8,135,8,33,146
RR,LSG,Kolkata,12.5,109,4,41,177
CSK,KKR,Delhi,6.6,39,1,38,138
KKR,MI,Hyderabad,13.3,87,9,46,133
DC,KKR,Bangalore,5.3,43,10,72,160
CSK,RR,Delhi,3.4,31,9,44,145
SRH,MI,Delhi,6.2,61,8,36,162
RR,DC,Chennai,10.3,97,6,30,169
RR,CSK,Ahmedabad,12.4,101,8,74,156
DC,GT,Kolkata,10.2,80,1,71,155
RR,KKR,Bangalore,14.9,131,9,35,166
SRH,PBKS,Hyderabad,11.6,94,0,65,165
CSK,DC,Ahmedabad,14.0,122,7,64,179
KKR,RR,Mumbai,18.5,176,1,72,190
PBKS,KKR,Kolkata,10.3,69,8,31,135
DC,RCB,Chennai,10.6,76,4,70,159
CSK,GT,Jaipur,5.5,39,7,67,127
CSK,RCB,Delhi,17.6,121,9,64,142
CSK,LSG,Bangalore,18.5,164,2,34,175
KKR,LSG,Delhi,19.9,179,5,48,179
MI,RCB,Ahmedabad,4.3,36,8,36,141
PBKS,SRH,Kolkata,5.9,48,7,52,160
CSK,PBKS,Kolkata,6.4,50,4,32,175
CSK,RR,Hyderabad,17.0,140,3,55,167
GT,RCB,Ahmedabad,11.7,83,6,60,163
PBKS,RR,Mumbai,4.3,28,5,78,173
DC,GT,Hyderabad,4.3,27,6,41,160
CSK,MI,Hyderabad,3.8,24,10,56,165
MI,GT,Hyderabad,4.3,26,2,34,125
CSK,RCB,Delhi,18.9,145,9,33,153
RR,PBKS,Delhi,17.8,170,9,64,191
GT,CSK,Hyderabad,4.0,30,9,37,155
MI,RCB,Hyderabad,5.6,51,2,39,139
LSG,RCB,Mumbai,11.6,89,10,77,156
SRH,KKR,Jaipur,18.1,114,6,35,126
KKR,GT,Bangalore,12.1,83,1,72,152
GT,SRH,Chennai,5.4,52,8,55,188
LSG,RCB,Mumbai,12.4,123,2,38,171
GT,MI,Kolkata,12.2,76,5,49,133
MI,RR,Ahmedabad,2.5,15,5,62,140
LSG,RCB,Jaipur,18.3,127,1,70,137
LSG,MI,Chennai,18.3,110,8,66,123
MI,PBKS,Hyderabad,13.5,123,2,77,184
RR,PBKS,Hyderabad,5.0,48,0,31,174
CSK,RCB,Mumbai,10.2,76,3,56,146
RR,PBKS,Bangalore,8.0,77,3,61,150
GT,DC,Kolkata,5.4,51,7,37,196
RCB,KKR,Kolkata,13.2,81,9,68,133
DC,SRH,Mumbai,1.6,14,1,58,158
GT,KKR,Chennai,15.2,121,1,49,153
SRH,DC,Mumbai,4.1,33,10,63,173
KKR,MI,Hyderabad,3.7,30,9,33,166
MI,KKR,Ahmedabad,4.4,43,9,52,158
PBKS,GT,Delhi,16.6,111,8,47,144
KKR,MI,Kolkata,19.9,123,10,33,123
CSK,GT,Chennai,6.4,56,4,75,161
RR,LSG,Kolkata,17.4,145,7,73,165
LSG,MI,Bangalore,6.9,51,0,45,169
SRH,GT,Kolkata,6.1,48,7,36,186
KKR,SRH,Mumbai,14.6,137,1,69,184
RCB,KKR,Kolkata,2.8,17,8,46,149
DC,PBKS,Jaipur,4.6,37,0,48,176
PBKS,GT,Hyderabad,6.9,48,0,35,164
KKR,MI,Ahmedabad,8.1,75,5,46,158
KKR,SRH,Delhi,12.5,97,2,65,155
KKR,LSG,Mumbai,3.6,26,1,32,181
MI,KKR,Delhi,4.1,33,10,56,176
DC,RR,Chennai,17.4,127,5,31,144
PBKS,LSG,Hyderabad,15.8,153,4,43,193
PBKS,CSK,Jaipur,12.8,96,9,41,144
LSG,CSK,Ahmedabad,1.2,11,4,35,152
CSK,DC,Bangalore,13.1,128,8,78,169
RCB,GT,Chennai,16.9,137,8,68,162
LSG,SRH,Hyderabad,15.1,138,1,48,178
GT,DC,Delhi,6.8,60,3,77,184
PBKS,RR,Hyderabad,2.2,19,8,48,178
MI,KKR,Mumbai,3.9,36,6,70,176
DC,LSG,Hyderabad,9.0,66,4,49,140
SRH,GT,Ahmedabad,2.4,23,8,65,166
DC,MI,Chennai,4.6,39,10,72,140
DC,LSG,Bangalore,14.4,132,4,75,185
PBKS,KKR,Bangalore,6.6,55,10,52,149
GT,CSK,Hyderabad,6.8,42,8,79,124
KKR,RCB,Delhi,4.3,36,6,60,167
RCB,MI,Ahmedabad,1.6,11,6,68,133
DC,SRH,Bangalore,18.8,149,1,38,158
RR,SRH,Bangalore,4.3,31,7,75,131
DC,RCB,Delhi,18.8,182,0,46,191
LSG,MI,Delhi,17.0,115,8,64,135
RR,LSG,Kolkata,13.6,95,4,58,146
PBKS,RR,Kolkata,11.0,103,2,53,182
PBKS,LSG,Kolkata,10.9,86,1,69,161
SRH,CSK,Delhi,15.8,108,0,66,148
SRH,KKR,Ahmedabad,3.9,31,4,39,181
GT,SRH,Chennai,16.5,130,9,55,162
KKR,MI,Jaipur,3.3,25,1,62,156
SRH,PBKS,Hyderabad,15.0,121,10,52,153
CSK,PBKS,Chennai,14.7,89,1,64,128
GT,RR,Hyderabad,18.3,113,7,72,129
RCB,CSK,Chennai,9.6,68,2,38,153
PBKS,LSG,Kolkata,8.3,52,10,72,168
GT,RCB,Delhi,5.2,47,0,30,180
KKR,CSK,Delhi,8.7,74,7,30,143
RR,KKR,Jaipur,18.1,179,7,38,194
GT,PBKS,Bangalore,1.8,14,6,50,142
MI,LSG,Bangalore,1.7,15,5,66,151
PBKS,MI,Mumbai,5.6,37,10,68,133
KKR,RCB,Mumbai,14.1,138,4,44,189
CSK,PBKS,Ahmedabad,7.4,44,0,33,141
CSK,RCB,Delhi,9.4,93,0,60,185
MI,RCB,Ahmedabad,10.2,86,3,48,179
MI,CSK,Hyderabad,4.7,28,3,70,128
DC,KKR,Jaipur,13.8,128,1,32,172
CSK,RR,Delhi,12.2,110,4,58,160
PBKS,GT,Chennai,9.8,71,2,79,135
DC,RR,Delhi,7.0,66,6,54,164
LSG,MI,Mumbai,1.8,14,7,48,178
GT,KKR,Chennai,14.0,135,7,47,183
LSG,DC,Ahmedabad,2.2,21,6,63,164
CSK,RR,Ahmedabad,15.6,116,3,54,156
DC,PBKS,Delhi,9.1,83,4,42,186
DC,KKR,Ahmedabad,12.2,108,3,62,183
DC,PBKS,Bangalore,19.1,160,10,33,167
PBKS,RR,Hyderabad,1.7,14,10,34,132
CSK,SRH,Kolkata,10.9,87,8,69,146
CSK,DC,Jaipur,10.9,77,4,58,156
GT,SRH,Delhi,8.0,68,6,46,187
CSK,KKR,Delhi,5.4,32,6,60,142
MI,RR,Chennai,2.2,19,7,62,187
RR,SRH,Ahmedabad,8.6,70,9,33,162
RCB,SRH,Chennai,7.0,53,6,71,157
LSG,RR,Chennai,6.0,58,8,39,176
KKR,DC,Hyderabad,3.0,21,0,62,151
MI,GT,Bangalore,10.1,96,3,49,159
SRH,LSG,Kolkata,1.5,14,9,42,169
RCB,DC,Chennai,1.1,6,9,48,129
DC,GT,Hyderabad,3.9,31,3,51,133
LSG,DC,Kolkata,15.4,120,0,45,164
LSG,GT,Mumbai,3.7,24,0,50,185
KKR,SRH,Ahmedabad,8.5,83,6,62,178
LSG,MI,Ahmedabad,5.9,46,9,48,141
PBKS,KKR,Ahmedabad,5.9,41,4,39,170
CSK,DC,Jaipur,5.9,52,4,50,178
KKR,RR,Bangalore,15.7,142,7,39,181
KKR,SRH,Bangalore,18.6,142,0,30,154
MI,KKR,Jaipur,15.9,127,10,79,159
LSG,MI,Delhi,14.0,127,1,77,170
MI,DC,Mumbai,11.9,105,0,43,166
RR,RCB,Delhi,13.1,112,9,77,174
CSK,PBKS,Hyderabad,19.7,123,7,76,125
LSG,DC,Ahmedabad,7.5,74,7,72,154
GT,KKR,Chennai,7.5,62,2,60,172
PBKS,RR,Chennai,14.1,103,7,30,142
GT,RR,Jaipur,13.4,100,1,57,145
GT,DC,Jaipur,12.3,120,7,51,183
RR,RCB,Mumbai,15.1,125,9,62,171
GT,LSG,Kolkata,12.1,112,4,35,177
KKR,RR,Chennai,19.9,166,3,49,166
MI,CSK,Ahmedabad,2.4,16,1,63,132
PBKS,MI,Kolkata,16.4,118,4,65,142
DC,LSG,Chennai,16.3,104,10,42,139
CSK,DC,Bangalore,4.9,35,2,62,148
RR,MI,Mumbai,12.0,116,4,38,167
DC,GT,Jaipur,9.7,61,9,30,154
DC,KKR,Hyderabad,3.5,33,1,52,143
RCB,PBKS,Jaipur,6.9,51,6,55,148
SRH,GT,Bangalore,13.7,124,6,73,167
GT,LSG,Delhi,3.3,28,2,41,167
LSG,MI,Chennai,10.5,98,1,49,184
LSG,KKR,Delhi,3.4,27,10,36,163
RCB,PBKS,Ahmedabad,9.6,72,0,77,162
CSK,MI,Bangalore,6.1,51,6,40,185
DC,SRH,Ahmedabad,16.6,122,3,71,144
CSK,LSG,Chennai,9.3,77,0,34,154
KKR,MI,Kolkata,18.6,181,10,44,193
LSG,RCB,Chennai,7.7,54,2,46,128
KKR,CSK,Hyderabad,10.2,82,1,48,145
LSG,DC,Jaipur,8.1,69,10,53,164
LSG,PBKS,Chennai,17.7,119,1,51,133
MI,CSK,Chennai,8.0,73,1,65,177
SRH,CSK,Hyderabad,5.5,45,8,43,152
LSG,KKR,Mumbai,9.3,78,4,57,180
MI,CSK,Chennai,15.4,139,0,46,182
RCB,DC,Kolkata,12.4,88,4,68,163
RR,KKR,Mumbai,2.1,15,7,53,141
KKR,PBKS,Hyderabad,12.3,90,1,37,141
DC,PBKS,Delhi,13.7,100,6,79,148
LSG,RR,Hyderabad,15.9,124,1,47,153
CSK,DC,Ahmedabad,5.3,50,2,41,177
RCB,DC,Hyderabad,16.0,125,6,66,150
SRH,MI,Bangalore,8.7,68,9,40,156
GT,CSK,Chennai,3.4,26,10,56,127
MI,KKR,Jaipur,16.9,156,3,36,186
LSG,GT,Kolkata,12.2,78,7,59,137
RCB,MI,Chennai,13.7,112,6,35,157
RR,LSG,Bangalore,1.9,12,1,76,147
GT,SRH,Ahmedabad,11.1,95,6,59,174
SRH,KKR,Jaipur,13.9,113,2,33,158
RR,LSG,Chennai,2.1,13,10,36,167
RCB,CSK,Kolkata,6.6,52,7,67,184
LSG,CSK,Mumbai,6.2,44,10,79,148
KKR,PBKS,Mumbai,4.2,34,5,47,181
RR,RCB,Jaipur,14.0,123,8,55,170
CSK,KKR,Mumbai,3.9,25,4,38,146
RR,RCB,Bangalore,12.1,79,3,43,146
CSK,PBKS,Hyderabad,9.3,86,1,44,150
GT,RCB,Hyderabad,15.3,127,8,45,169
PBKS,RCB,Mumbai,4.0,39,7,49,147
DC,SRH,Hyderabad,4.2,37,0,41,184
RR,SRH,Chennai,15.7,154,3,79,184
CSK,KKR,Bangalore,3.5,29,2,44,139
RCB,KKR,Delhi,14.6,107,0,36,157
SRH,DC,Chennai,17.8,123,9,62,142
DC,RR,Chennai,9.8,90,8,56,158
MI,PBKS,Delhi,4.0,26,5,63,161
RCB,LSG,Delhi,19.3,183,7,45,188
RR,SRH,Delhi,6.9,63,2,52,174
MI,RCB,Bangalore,18.0,156,5,72,169
MI,RCB,Chennai,19.9,187,0,31,187
PBKS,CSK,Kolkata,5.1,50,3,57,169
PBKS,DC,Bangalore,3.3,32,6,51,186
GT,PBKS,Hyderabad,4.7,35,1,58,150
KKR,DC,Kolkata,3.5,33,4,33,137
CSK,KKR,Ahmedabad,3.5,28,3,38,150
SRH,CSK,Delhi,12.3,84,8,44,152
MI,KKR,Jaipur,17.5,124,9,48,139
GT,KKR,Hyderabad,12.9,127,3,66,179
KKR,MI,Ahmedabad,10.7,88,10,54,163
MI,DC,Ahmedabad,12.7,79,9,56,127
DC,RR,Chennai,6.2,60,5,38,159
CSK,LSG,Mumbai,15.3,149,9,67,179
GT,CSK,Mumbai,5.8,39,6,53,127
RCB,RR,Bangalore,5.7,38,1,76,145
SRH,GT,Kolkata,7.9,58,6,50,168
MI,PBKS,Bangalore,2.2,20,3,66,169
PBKS,SRH,Jaipur,13.5,82,1,43,145
LSG,GT,Ahmedabad,15.3,143,7,70,177
DC,PBKS,Mumbai,19.4,142,0,36,146
DC,SRH,Chennai,11.2,98,5,48,162
PBKS,LSG,Bangalore,7.4,52,2,50,144
MI,GT,Mumbai,12.5,82,3,60,138
KKR,RR,Ahmedabad,17.8,112,9,45,126
RR,LSG,Ahmedabad,9.4,58,8,56,125
SRH,PBKS,Chennai,1.3,12,10,63,165
DC,KKR,Chennai,6.8,41,9,31,157
RR,GT,Chennai,8.8,63,8,57,161
KKR,PBKS,Jaipur,3.1,28,4,54,192
MI,SRH,Delhi,10.6,76,10,54,134
PBKS,SRH,Chennai,4.5,38,9,56,142
LSG,RCB,Hyderabad,1.0,9,10,72,197
KKR,GT,Ahmedabad,8.1,60,8,71,176
KKR,CSK,Hyderabad,19.6,126,1,51,129
PBKS,LSG,Ahmedabad,18.8,166,9,73,174
SRH,KKR,Jaipur,8.9,59,3,63,129
DC,MI,Kolkata,8.5,65,10,79,154
RR,LSG,Jaipur,8.9,78,9,71,173
RCB,CSK,Delhi,11.6,109,9,32,167
MI,CSK,Mumbai,5.0,38,6,36,172
RR,LSG,Chennai,15.9,130,6,69,164
CSK,PBKS,Mumbai,6.2,52,2,43,147
SRH,CSK,Chennai,9.3,63,9,54,139
RCB,DC,Kolkata,10.4,77,6,68,169
MI,GT,Bangalore,1.6,10,2,51,141
RR,MI,Bangalore,6.6,65,8,47,189
MI,KKR,Hyderabad,8.5,55,7,35,131
RR,SRH,Bangalore,1.3,9,9,49,154
DC,LSG,Chennai,19.4,125,0,72,130
RR,SRH,Mumbai,7.2,50,2,71,141
DC,KKR,Bangalore,15.1,137,7,60,168
KKR,PBKS,Hyderabad,1.3,9,4,55,151
RCB,PBKS,Kolkata,13.5,111,10,53,150
LSG,DC,Delhi,7.9,72,8,56,183
KKR,DC,Jaipur,9.9,66,0,36,138
RR,CSK,Hyderabad,5.5,39,5,72,180
RCB,LSG,Delhi,19.0,178,4,70,184
LSG,GT,Delhi,10.4,72,4,58,159
MI,CSK,Ahmedabad,7.8,73,3,36,182
MI,GT,Delhi,3.4,24,2,49,146
LSG,PBKS,Hyderabad,3.9,38,7,73,176
PBKS,RR,Jaipur,3.0,23,6,40,150
RR,CSK,Kolkata,14.6,126,9,57,168
CSK,GT,Kolkata,5.9,37,0,67,157
SRH,DC,Bangalore,14.7,96,2,44,128
MI,DC,Hyderabad,6.7,61,1,37,153
SRH,RR,Hyderabad,6.3,61,5,69,189
SRH,PBKS,Mumbai,9.5,86,9,72,153
GT,RCB,Jaipur,4.8,38,7,36,167
RR,PBKS,Ahmedabad,15.7,131,5,41,168
DC,LSG,Mumbai,6.3,62,4,36,169
KKR,RR,Delhi,11.4,79,3,77,145
RCB,KKR,Bangalore,8.3,64,2,54,159
MI,SRH,Chennai,4.5,44,1,52,167
GT,MI,Bangalore,6.6,63,1,76,152
KKR,MI,Bangalore,2.1,16,2,45,178
RCB,MI,Chennai,2.2,19,6,39,165
GT,KKR,Hyderabad,11.7,113,5,51,163
RCB,CSK,Hyderabad,10.0,66,1,65,142
RR,PBKS,Mumbai,4.2,27,5,66,125
MI,RCB,Kolkata,12.6,90,1,43,138
PBKS,MI,Bangalore,4.0,24,8,64,171
LSG,RR,Jaipur,3.2,22,2,73,152
GT,RR,Hyderabad,2.5,23,8,37,168
PBKS,LSG,Hyderabad,14.0,126,5,32,181
RR,CSK,Chennai,4.3,26,9,35,149
GT,RCB,Hyderabad,5.6,40,8,41,173
RCB,SRH,Mumbai,8.8,82,8,47,164
RR,PBKS,Bangalore,19.8,172,2,67,173
SRH,CSK,Hyderabad,6.7,55,10,49,165
SRH,RR,Jaipur,6.8,50,1,55,167
SRH,MI,Jaipur,3.6,30,9,78,186
MI,PBKS,Delhi,12.7,123,0,57,179
RCB,PBKS,Delhi,6.5,59,5,49,144
LSG,PBKS,Ahmedabad,8.0,71,8,39,181
SRH,KKR,Ahmedabad,14.5,107,9,52,143
DC,RR,Delhi,2.3,15,5,62,171
MI,GT,Jaipur,15.3,94,5,32,124
RCB,KKR,Bangalore,4.6,34,10,74,168
MI,PBKS,Bangalore,16.3,133,0,38,161
KKR,RR,Delhi,4.5,36,10,63,154
RCB,RR,Jaipur,19.9,197,7,67,197
KKR,GT,Kolkata,16.8,148,6,78,170
CSK,RCB,Bangalore,8.7,74,4,33,185
DC,RCB,Kolkata,14.7,102,2,64,137
DC,RCB,Bangalore,19.8,130,6,32,131
